iter	MultiClass
486	0.2767354771
487	0.2760661374
488	0.2756383083
489	0.2752211936
490	0.27458707
491	0.2740817575
492	0.2736785183
493	0.2727245721
494	0.2725326198
495	0.2717523016
496	0.2711415794
497	0.2701661363
498	0.269330084
499	0.2687600864
500	0.2679019645
501	0.266834012
502	0.2665976286
503	0.2661784532
504	0.2653769447
505	0.2647823536
506	0.2644685725
507	0.2642587159
508	0.2639646418
509	0.2634173515
510	0.2629721204
511	0.2621968914
512	0.261176687
513	0.2606495675
514	0.2600827722
515	0.2597250807
516	0.259375402
517	0.2584829406
518	0.2578727222
519	0.2571007709
520	0.2559985043
521	0.2553602853
522	0.2545135814
523	0.254095338
524	0.2536350555
525	0.2531996212
526	0.2526237362
527	0.2521725883
528	0.2516492177
529	0.2512153403
530	0.2506369657
531	0.2502949017
532	0.249612983
533	0.2493493196
534	0.2487856583
535	0.2481562605
536	0.2476535519
537	0.2474279593
538	0.2469995627
539	0.2462303574
540	0.245672557
541	0.2451597155
542	0.2450025553
543	0.2446015789
544	0.2442548504
545	0.2437845254
546	0.2434056234
547	0.2432065855
548	0.2427138791
549	0.2422757719
550	0.2417402305
551	0.241450212
552	0.240903094
553	0.2402304273
554	0.2400127098
555	0.2396072214
556	0.2387500333
557	0.2383509098
558	0.2380618709
559	0.237908412
560	0.2373655462
561	0.2367128353
562	0.2360355197
563	0.235448572
564	0.2349755165
565	0.2345649206
566	0.2339646722
567	0.2334949182
568	0.2332976294
569	0.2326273629
570	0.2317450561
571	0.2312912271
572	0.230731789
573	0.2302148475
574	0.2297722473
575	0.2292877576
576	0.2286473323
577	0.2283630327
578	0.2276932202
579	0.2268410896
580	0.2264520368
581	0.225900432
582	0.2255269927
583	0.2250662496
584	0.224822692
585	0.2244401326
586	0.2242518471
587	0.2238027096
588	0.2234451935
589	0.223132822
590	0.2227916025
591	0.2223951585
592	0.222035551
593	0.2215109962
594	0.2213057549
595	0.220806072
596	0.2203604149
597	0.2198317592
598	0.2190943892
599	0.2186695123
600	0.2180275408
601	0.217637568
602	0.2173697198
603	0.2172201278
604	0.2169283632
605	0.2163569623
606	0.2158996242
607	0.2151976218
608	0.2147771595
609	0.2144550753
610	0.2141167404
611	0.2136822528
612	0.2132529596
613	0.2129095163
614	0.2127340565
615	0.2121043927
616	0.2116387605
617	0.2113361442
618	0.2110256066
619	0.210386504
620	0.2101368778
621	0.2094230818
622	0.2089545201
623	0.2084918159
624	0.2078937482
625	0.2077049745
626	0.2072196176
627	0.2067452794
628	0.2064154687
629	0.2059838408
630	0.2055072179
631	0.2052614472
632	0.2049357624
633	0.2045620401
634	0.2041611448
635	0.2036229379
636	0.202949512
637	0.2025759552
638	0.2023501067
639	0.2021550277
640	0.2018933309
641	0.2014891367
642	0.2013078708
643	0.20099424
644	0.2006173053
645	0.20019194
646	0.1998335918
647	0.1991050325
648	0.1988316748
649	0.1985372413
650	0.1983110546
651	0.197800192
652	0.1976270368
653	0.197252586
654	0.196742383
655	0.1961161963
656	0.1957892907
657	0.1952959821
658	0.1951917326
659	0.1947466564
660	0.1943233189
661	0.1938385842
662	0.1936055019
663	0.1933728751
664	0.1930736041
665	0.1927997427
666	0.1923936036
667	0.1920007294
668	0.191404419
669	0.1910690253
670	0.190636974
671	0.190101478
672	0.1896549882
673	0.1892703818
674	0.1886863824
675	0.1882698045
676	0.1881336376
677	0.1878278995
678	0.1874513811
679	0.1870194162
680	0.1866385109
681	0.1863026893
682	0.1860319986
683	0.1857693595
684	0.1851973238
685	0.1849658559
686	0.1845289137
687	0.1842457503
688	0.1837893832
689	0.1832865427
690	0.1830065597
691	0.1827300833
692	0.1823402047
693	0.1819385653
694	0.1815466922
695	0.1810195934
696	0.1807663744
697	0.1801280279
698	0.179783905
699	0.1795049435
700	0.1793253532
701	0.1791307122
702	0.1788529476
703	0.1784860373
704	0.1781506479
705	0.1778685358
706	0.1776139774
707	0.1774541558
708	0.177088844
709	0.1768212072
710	0.1766637192
711	0.1762131809
712	0.1760437742
713	0.1755517406
714	0.1751149838
715	0.1745679543
716	0.1743041945
717	0.1741036794
718	0.1736709716
719	0.1734304847
720	0.172969313
721	0.1726328088
722	0.1722852099
723	0.1719627288
724	0.1718892322
725	0.171507263
726	0.1712371131
727	0.1708788092
728	0.1706993609
729	0.1704582568
730	0.1702801574
731	0.1702089799
732	0.1698834737
733	0.1697584032
734	0.1693887176
735	0.16919355
736	0.1689477833
737	0.1686177059
738	0.1684173692
739	0.1679367212
740	0.167536917
741	0.1670529017
742	0.166817804
743	0.1663027999
744	0.1659347267
745	0.1655970207
746	0.1654473999
747	0.1650731479
748	0.1646550909
749	0.1643518769
750	0.1638501886
751	0.1634441544
752	0.1630938241
753	0.1628458212
754	0.1624456451
755	0.1621377861
756	0.1617936791
757	0.1616488597
758	0.1615199927
759	0.1612665155
760	0.1610138375
761	0.1606430381
762	0.1603402601
763	0.1601012645
764	0.1599472379
765	0.1594921917
766	0.1592668762
767	0.1591339664
768	0.1590178511
769	0.1587424722
770	0.1583173175
771	0.1580280308
772	0.15780312
773	0.1576274311
774	0.1574123675
775	0.1571600916
776	0.1569571042
777	0.1565267636
778	0.156280628
779	0.1560678747
780	0.1557678064
781	0.1556395869
782	0.1553779652
783	0.1550146895
784	0.1548602127
785	0.1545259182
786	0.1543369307
787	0.1541299294
788	0.1539481634
789	0.1536563652
790	0.153354197
791	0.1530988629
792	0.1528900497
793	0.1526848902
794	0.1523768436
795	0.1521781853
796	0.1519714875
797	0.1515598164
798	0.1510464742
799	0.1507602604
800	0.1504809525
801	0.1500906532
802	0.149911777
803	0.1496445735
804	0.1494355824
805	0.1492551154
806	0.1489122848
807	0.1487881918
808	0.1485321203
809	0.1483068571
810	0.1481340318
811	0.1479352131
812	0.1476356642
813	0.147535039
814	0.1473340552
815	0.1470829701
816	0.1469179636
817	0.1468324514
818	0.1466420411
819	0.1464473257
820	0.1462364029
821	0.1460042637
822	0.1457965536
823	0.1454806238
824	0.1451329431
825	0.1447928385
826	0.144663421
827	0.1444218042
828	0.1442220164
829	0.1438229575
830	0.1435093801
831	0.1434188718
832	0.1431585059
833	0.1427041158
834	0.1425645117
835	0.1421748142
836	0.1419594511
837	0.1417793613
838	0.1415589194
839	0.141262371
840	0.1410581876
841	0.1406971484
842	0.1405502601
843	0.1404109696
844	0.1402766707
845	0.1399352407
846	0.1396591997
847	0.139396998
848	0.139169038
849	0.1388702264
850	0.138690007
851	0.138501963
852	0.1383498777
853	0.1381451713
854	0.1379828891
855	0.1376457352
856	0.137315969
857	0.1369966895
858	0.1367420908
859	0.1364791318
860	0.1362615536
861	0.1359819961
862	0.135868308
863	0.1356303821
864	0.1353950077
865	0.1351746077
866	0.1349209884
867	0.1348096088
868	0.1345031035
869	0.1342620506
870	0.134127019
871	0.1338414898
872	0.1336236162
873	0.1334203296
874	0.1331892528
875	0.1329814649
876	0.1327059899
877	0.1324120932
878	0.132045059
879	0.1317406354
880	0.1315419127
881	0.1312020473
882	0.13089492
883	0.1307730608
884	0.1304637263
885	0.1302480822
886	0.1300583803
887	0.1298010301
888	0.1296325528
889	0.1291364239
890	0.1289222208
891	0.1287527874
892	0.1283026859
893	0.1281941803
894	0.1279875281
895	0.1278865209
896	0.1276535163
897	0.127225713
898	0.1270009629
899	0.1268551995
900	0.1265593342
901	0.126401016
902	0.1262406214
903	0.126075899
904	0.1258748166
905	0.1256976402
906	0.1254730666
907	0.1253418113
908	0.125064708
909	0.1247980117
910	0.1246849118
911	0.1243529502
912	0.1242229207
913	0.1240936326
914	0.1239476616
915	0.1238200666
916	0.1235767452
917	0.1233402665
918	0.1231660037
919	0.1229351997
920	0.1227313744
921	0.1224245134
922	0.1222430459
923	0.1219899371
924	0.1217607603
925	0.1215909783
926	0.121404143
927	0.12126849
928	0.1211031524
929	0.1209713595
930	0.1208231485
931	0.120691059
932	0.1204123725
933	0.1202516687
934	0.1200427354
935	0.1197628617
936	0.1195762269
937	0.1193084785
938	0.1191011901
939	0.1188741218
940	0.11866465
941	0.118450804
942	0.1182732374
943	0.1180512189
944	0.1179238938
945	0.1178092199
946	0.1177275092
947	0.1175804266
948	0.1173141736
949	0.1170321504
950	0.1169629733
951	0.1168766779
952	0.1166721474
953	0.1165516822
954	0.1163827536
955	0.1163332348
956	0.1162213839
957	0.1159314937
958	0.1157931064
959	0.1155491261
960	0.115442749
961	0.1151741448
962	0.1151341043
963	0.1149290045
964	0.114751247
965	0.1144493826
966	0.1143812692
967	0.1142061494
968	0.1140445015
969	0.1138837655
970	0.1136985503
971	0.1135250826
972	0.1132681451
973	0.113211405
974	0.1130218491
975	0.1129186614
976	0.1128391924
977	0.112694237
978	0.1124378439
979	0.1121787239
980	0.1119185599
981	0.1118395682
982	0.1117277938
983	0.1115809585
984	0.1113875932
985	0.1112043239
986	0.1110943781
987	0.1108765615
988	0.110654395
989	0.1103949058
990	0.1102273265
991	0.1101046831
992	0.1097963337
993	0.1096858002
994	0.1094329389
995	0.1091730792
996	0.1089894156
997	0.1088299228
998	0.1086217822
999	0.1085295821
